Tue, 01 Jun 10 23:45:21 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'))
Tue, 01 Jun 10 23:50:59 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'))
Thu, 03 Jun 10 20:29:37 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:11:45 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:12:05 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'  and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:12:23 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'  and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:13:10 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:13:28 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:13:49 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:14:08 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:15:12 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:16:34 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Thu, 03 Jun 10 21:17:00 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where   and dorYesharim = 'חח9879ןח0'
Mon, 07 Jun 10 22:37:25 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:40:14 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:52:41 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:53:30 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:53:49 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:55:22 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:56:44 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:57:14 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
Mon, 07 Jun 10 22:58:00 +0300 select * from  person left join extrnalview on person.id = extrnalview.p_id where age > 15 and age < 36  and gender = 'male' 
#3 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1659): _adodb_replace(Object(ADODB_mysql), 'offer', Array, 'o_id', false, false)
#4 C:\xampp\htdocs\shiduchim1.0\public_html\classes\Mettings.php(19): ADOConnection->Replace('offer', Array, 'o_id')
#5 C:\xampp\htdocs\shiduchim1.0\public_html\ajax.php(38): Mettings->add_new_offer('17', '16')
#6 {main}
Mon, 22 Aug 11 23:44:31 +0300 mysql error: [1146: Table 'shiduchim.offer' doesn't exist] in EXECUTE("INSERT INTO offer (status,boy_id,girl_id,update_date,insert_date) VALUES (offers,19,16,1314045747,1314045747)")
#0 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1038): adodb_throw('mysql', 'EXECUTE', 1146, 'Table 'shiduchi...', 'INSERT INTO off...', false, Object(ADODB_mysql))
#1 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1013): ADOConnection->_Execute('INSERT INTO off...', false)
#2 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb-lib.inc.php(212): ADOConnection->Execute('INSERT INTO off...')
#3 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1659): _adodb_replace(Object(ADODB_mysql), 'offer', Array, 'o_id', false, false)
#4 C:\xampp\htdocs\shiduchim1.0\public_html\classes\Mettings.php(19): ADOConnection->Replace('offer', Array, 'o_id')
#5 C:\xampp\htdocs\shiduchim1.0\public_html\ajax.php(38): Mettings->add_new_offer('19', '16')
#6 {main}
Mon, 22 Aug 11 23:59:10 +0300 mysql error: [1062: Duplicate entry '17-16' for key 2] in EXECUTE("INSERT INTO offers (status,boy_id,girl_id,update_date,insert_date) VALUES ('offers','17','16','2011-08-22 23:59:10','2011-08-22 23:59:10')")
#0 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1038): adodb_throw('mysql', 'EXECUTE', 1062, 'Duplicate entry...', 'INSERT INTO off...', false, Object(ADODB_mysql))
#1 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1013): ADOConnection->_Execute('INSERT INTO off...', false)
#2 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb-lib.inc.php(212): ADOConnection->Execute('INSERT INTO off...')
#3 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1659): _adodb_replace(Object(ADODB_mysql), 'offers', Array, 'o_id', true, false)
#4 C:\xampp\htdocs\shiduchim1.0\public_html\classes\Mettings.php(20): ADOConnection->Replace('offers', Array, 'o_id', true)
#5 C:\xampp\htdocs\shiduchim1.0\public_html\ajax.php(38): Mettings->add_new_offer('17', '16')
#6 {main}
Mon, 22 Aug 11 23:59:42 +0300 mysql error: [1062: Duplicate entry '17-16' for key 2] in EXECUTE("INSERT INTO offers (status,boy_id,girl_id,update_date,insert_date) VALUES ('offers','17','16','2011-08-22 23:59:42','2011-08-22 23:59:42')")
#0 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1038): adodb_throw('mysql', 'EXECUTE', 1062, 'Duplicate entry...', 'INSERT INTO off...', false, Object(ADODB_mysql))
#1 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1013): ADOConnection->_Execute('INSERT INTO off...', false)
#2 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb-lib.inc.php(212): ADOConnection->Execute('INSERT INTO off...')
#3 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1659): _adodb_replace(Object(ADODB_mysql), 'offers', Array, 'o_id', true, false)
#4 C:\xampp\htdocs\shiduchim1.0\public_html\classes\Mettings.php(20): ADOConnection->Replace('offers', Array, 'o_id', true)
#5 C:\xampp\htdocs\shiduchim1.0\public_html\ajax.php(38): Mettings->add_new_offer('17', '16')
#6 {main}
Tue, 23 Aug 11 00:03:36 +0300 mysql error: [1062: Duplicate entry '17-16' for key 2] in EXECUTE("INSERT INTO offers (status,boy_id,girl_id,update_date,insert_date) VALUES ('offers','17','16','2011-08-23 00:01:21','2011-08-23 00:01:21')")
#0 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1038): adodb_throw('mysql', 'EXECUTE', 1062, 'Duplicate entry...', 'INSERT INTO off...', false, Object(ADODB_mysql))
#1 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1013): ADOConnection->_Execute('INSERT INTO off...', false)
#2 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb-lib.inc.php(212): ADOConnection->Execute('INSERT INTO off...')
#3 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1659): _adodb_replace(Object(ADODB_mysql), 'offers', Array, 'o_id', true, false)
#4 C:\xampp\htdocs\shiduchim1.0\public_html\classes\Mettings.php(20): ADOConnection->Replace('offers', Array, 'o_id', true)
#5 C:\xampp\htdocs\shiduchim1.0\public_html\ajax.php(38): Mettings->add_new_offer('17', '16')
#6 {main}
Tue, 23 Aug 11 00:04:04 +0300 mysql error: [1062: Duplicate entry '17-16' for key 2] in EXECUTE("INSERT INTO offers (status,boy_id,girl_id,update_date,insert_date) VALUES ('offers','17','16','2011-08-23 00:04:04','2011-08-23 00:04:04')")
#0 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1038): adodb_throw('mysql', 'EXECUTE', 1062, 'Duplicate entry...', 'INSERT INTO off...', false, Object(ADODB_mysql))
#1 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1013): ADOConnection->_Execute('INSERT INTO off...', false)
#2 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb-lib.inc.php(212): ADOConnection->Execute('INSERT INTO off...')
#3 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1659): _adodb_replace(Object(ADODB_mysql), 'offers', Array, 'o_id', true, false)
#4 C:\xampp\htdocs\shiduchim1.0\public_html\classes\Mettings.php(20): ADOConnection->Replace('offers', Array, 'o_id', true)
#5 C:\xampp\htdocs\shiduchim1.0\public_html\ajax.php(38): Mettings->add_new_offer('17', '16')
#6 {main}
Tue, 23 Aug 11 00:04:18 +0300 mysql error: [1062: Duplicate entry '17-16' for key 2] in EXECUTE("INSERT INTO offers (status,boy_id,girl_id,update_date,insert_date) VALUES ('offers','17','16','2011-08-23 00:04:18','2011-08-23 00:04:18')")
#0 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1038): adodb_throw('mysql', 'EXECUTE', 1062, 'Duplicate entry...', 'INSERT INTO off...', false, Object(ADODB_mysql))
#1 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1013): ADOConnection->_Execute('INSERT INTO off...', false)
#2 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb-lib.inc.php(212): ADOConnection->Execute('INSERT INTO off...')
#3 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1659): _adodb_replace(Object(ADODB_mysql), 'offers', Array, 'o_id', true, false)
#4 C:\xampp\htdocs\shiduchim1.0\public_html\classes\Mettings.php(20): ADOConnection->Replace('offers', Array, 'o_id', true)
#5 C:\xampp\htdocs\shiduchim1.0\public_html\ajax.php(38): Mettings->add_new_offer('17', '16')
#6 {main}
Tue, 23 Aug 11 00:27:12 +0300 mysql error: [1062: Duplicate entry '19-15' for key 2] in EXECUTE("INSERT INTO offers (status,boy_id,girl_id,update_date,insert_date) VALUES ('offers','19','15','2011-08-23 00:27:12','2011-08-23 00:27:12')")
#0 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1038): adodb_throw('mysql', 'EXECUTE', 1062, 'Duplicate entry...', 'INSERT INTO off...', false, Object(ADODB_mysql))
#1 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1013): ADOConnection->_Execute('INSERT INTO off...', false)
#2 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb-lib.inc.php(212): ADOConnection->Execute('INSERT INTO off...')
#3 C:\xampp\htdocs\shiduchim1.0\public_html\libs\adodb5\adodb.inc.php(1659): _adodb_replace(Object(ADODB_mysql), 'offers', Array, 'o_id', true, false)
#4 C:\xampp\htdocs\shiduchim1.0\public_html\classes\Mettings.php(20): ADOConnection->Replace('offers', Array, 'o_id', true)
#5 C:\xampp\htdocs\shiduchim1.0\public_html\ajax.php(38): Mettings->add_new_offer('19', '15')
#6 {main}
Wed, 24 Aug 11 19:23:34 +0300 add_new_offer
Query:INSERT INTO offers (status,boy_id,girl_id,update_date,insert_date) VALUES ('offer','17','16','2011-08-24 19:23:34','2011-08-24 19:23:34')
Wed, 24 Aug 11 23:42:16 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Wed, 24 Aug 11 23:43:22 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  and (flow = 'hasid')
Thu, 25 Aug 11 01:57:04 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Thu, 25 Aug 11 01:58:24 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Thu, 25 Aug 11 01:58:56 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Thu, 25 Aug 11 02:00:06 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Thu, 25 Aug 11 02:04:24 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Thu, 25 Aug 11 02:04:50 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Sun, 25 Sep 11 21:06:31 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Sun, 25 Sep 11 21:57:38 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Sun, 25 Sep 11 21:57:42 +0300 select *,person.id as qid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Sun, 25 Sep 11 22:20:08 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  and (bird = 'long')
Sun, 25 Sep 11 22:20:31 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  and (bird = 'long')
Sun, 25 Sep 11 22:20:50 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  and (bird = 'long')
Sun, 25 Sep 11 22:21:29 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Mon, 26 Sep 11 22:32:36 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Tue, 27 Sep 11 01:35:03 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  and (lastName like '%בניסטי%')
Tue, 04 Oct 11 00:37:43 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Tue, 04 Oct 11 00:38:01 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Tue, 04 Oct 11 00:39:14 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Tue, 04 Oct 11 00:39:35 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Tue, 04 Oct 11 00:39:40 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Tue, 04 Oct 11 23:58:37 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Tue, 04 Oct 11 23:59:03 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Wed, 05 Oct 11 00:03:17 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Wed, 05 Oct 11 00:07:11 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Wed, 05 Oct 11 00:12:00 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  and  age <= 1991 and  age >= 1985  and gender = 'male' 
Thu, 06 Oct 11 01:48:01 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1  
Thu, 06 Oct 11 01:53:42 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Thu, 06 Oct 11 01:54:27 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Thu, 06 Oct 11 01:54:34 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Thu, 06 Oct 11 01:55:21 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Thu, 06 Oct 11 01:58:20 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Thu, 06 Oct 11 01:59:14 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Thu, 06 Oct 11 02:00:51 +0300 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' 
Thu, 05 Jan 12 11:26:11 +0100 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and (flow = 'hasid' and bird = 'long')
Thu, 05 Jan 12 11:26:22 +0100 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and (firstName like '%שירה%')
Thu, 05 Jan 12 11:27:21 +0100 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'male' 
Thu, 05 Jan 12 11:36:42 +0100 Update defanitions set name ='' where id =  41
Thu, 05 Jan 12 11:37:00 +0100 Update defanitions set name ='' where id =  55
Tue, 10 Jan 12 23:12:42 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1   and gender = 'female' and (firstName like '%מירי%')
Tue, 10 Jan 12 23:12:54 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Tue, 10 Jan 12 23:14:17 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1994  and gender = 'female' 
Tue, 10 Jan 12 23:16:02 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1994  and gender = 'male' 
Tue, 10 Jan 12 23:17:00 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1996  and gender = 'male' 
Tue, 10 Jan 12 23:17:54 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1992  and gender = 'female' 
Tue, 10 Jan 12 23:18:47 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1992  and gender = 'female' 
Wed, 11 Jan 12 18:46:55 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 18:46:55 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 18:46:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 18:46:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 18:46:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 18:46:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 21:04:17 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 21:04:18 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 21:04:18 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 21:04:18 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 21:04:18 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Wed, 11 Jan 12 21:04:19 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 12 Jan 12 01:31:38 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 12 Jan 12 01:31:38 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 12 Jan 12 01:31:38 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 12 Jan 12 01:31:39 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 12 Jan 12 01:31:39 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 12 Jan 12 01:31:39 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Thu, 12 Jan 12 01:37:06 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1994 and  age >= 1988  and gender = 'male' and (suit = 'long')
Thu, 12 Jan 12 01:37:37 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1994 and  age >= 1988  and gender = 'male' and (suit = 'long')
Sun, 15 Jan 12 23:41:55 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 15 Jan 12 23:41:55 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 15 Jan 12 23:41:55 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 15 Jan 12 23:41:55 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 15 Jan 12 23:41:56 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 16 Jan 12 21:25:09 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 16 Jan 12 21:25:09 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 16 Jan 12 21:25:09 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 16 Jan 12 21:41:00 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1994 and  age >= 1988  and gender = 'male' and (bird = 'long')
Mon, 16 Jan 12 21:41:10 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 16 Jan 12 21:41:11 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 16 Jan 12 21:41:11 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 16 Jan 12 21:41:12 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:21:03 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:21:04 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:21:04 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:21:08 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:21:08 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:36:50 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1988 and  age >= 1986  and gender = 'male' and (bird = 'long')
Sun, 22 Jan 12 23:37:15 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:40:21 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:40:23 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:40:26 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:40:30 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:40:31 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:40:33 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Sun, 22 Jan 12 23:50:51 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1986  and gender = 'male' and (flow = 'litai')
Sun, 22 Jan 12 23:56:52 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:27:59 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:28:00 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:28:00 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:28:01 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:28:02 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:28:02 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:28:03 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:30:45 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  and  age <= 1994 and  age >= 1989  and gender = 'male' and (origin like '%יד עזרה%')and (bird = 'long')
Mon, 23 Jan 12 20:31:04 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
Mon, 23 Jan 12 20:32:43 +0200 select *,person.id as pid from  person left join extrnalview on person.id = extrnalview.p_id where 1 = 1 and person.active = 1  
